
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
NY,Sullivan,63,57,11,2752,,76,,33,1668,30,,4570,86,245,0,0,1160,148,501,,0,,2140
NY,Tioga,48,48,9,1956,,64,,30,1013,25,,3097,68,866,15,27,2009,406,1090,,32,,4513
NY,Tompkins,50,49,,,,,,,,,,12645,75,527,11,21,1859,326,1022,,38,,3879
NY,Tompkins,50,50,12,5755,,138,,105,6585,50,,12645,,,,,,,,,,,3879
NY,Ulster,164,164,28,7353,,214,,109,6983,57,,14744,222,705,0,0,3348,559,1787,,0,,6621
NY,Warren,71,71,12,2149,,50,,19,1130,23,,3383,114,618,13,25,2976,368,1380,,55,,5549
NY,Washington,52,52,14,1850,,58,,24,1239,19,,3204,56,496,6,36,1862,329,963,,40,,3788
NY,Wayne,38,27,5,2812,,68,,18,1261,38,,4202,118,874,0,0,2395,326,1709,,0,,5422
NY,Westchester,1034,831,203,49158,,954,,736,42088,1006,,94145,1105,2627,0,0,17907,1278,9023,,0,,31940
NY,Wyoming,21,21,5,1113,,41,,12,424,36,,1631,58,472,0,0,1195,140,700,,0,,2565
NY,Yates,20,20,5,927,,57,,9,354,5,,1357,48,345,0,0,852,150,519,,0,,1914
OK,*,2220,2091,,,,,,,,,,391502,2234,99976,293,744,111565,10092,73506,208,1799,,300887
OK,*,2220,2095,,214068,2380,40830,,2271,121541,6786,,391502,,,,,,,,,,,300887
OK,Adair,18,18,,1590,16,376,,15,367,55,,2446,9,762,2,1,372,27,134,0,7,,1315
OK,Alfalfa,11,11,,287,3,77,,3,164,18,,556,10,369,0,1,422,16,139,1,8,,966

OK,Atoka,15,15,,1392,22,287,,8,307,57,,2109,4,194,0,0,144,10,91,0,2,,445
OK,Beaver,9,9,,118,1,79,,1,109,18,,330,6,345,1,2,443,19,223,2,14,,1055
OK,Beckham,13,13,,1262,13,375,,15,519,73,,2303,5,442,3,1,438,15,148,0,4,,1057
OK,Blaine,11,11,,642,9,183,,8,308,30,,1201,13,402,0,2,589,42,228,1,20,,1300
OK,Bryan,29,29,,3534,33,740,,20,1047,110,,5566,4,532,0,0,398,36,335,0,7,,1312
OK,Caddo,25,25,,2478,33,569,,24,892,152,,4234,8,448,0,5,530,22,233,2,15,,1265
OK,Canadian,54,42,,3570,24,715,,31,1968,127,,6510,78,3354,10,27,3907,347,2504,2,54,,10298
OK,Carter,28,28,,3467,36,796,,40,1562,161,,6139,27,878,1,3,1005,52,571,2,15,,2556
OK,Cherokee,26,26,,4319,36,619,,34,1481,89,,6632,14,1001,5,4,754,77,412,1,8,,2276
OK,Choctaw,18,18,,1579,16,414,,20,576,63,,2729,1,122,0,1,116,4,81,2,3,,331
OK,Cimarron,7,7,,97,2,69,,4,82,28,,282,2,148,2,1,164,38,61,0,2,,418
OK,Cleveland,90,90,,12976,78,1588,,92,9529,276,,24690,190,7609,15,50,9369,1070,6798,16,134,,25308
OK,Coal,12,12,,674,8,112,,12,184,24,,1037,0,65,0,3,49,2,51,0,1,,171
OK,Comanche,43,43,,5117,95,935,,56,3628,259,,10235,61,1544,10,14,2299,218,1329,9,33,,5525
OK,Cotton,12,12,,649,10,160,,5,239,34,,1119,2,68,0,0,61,11,45,0,0,,187
OK,Craig,17,17,,1677,16,289,,14,569,51,,2637,6,360,0,4,265,14,177,1,7,,834
OK,Creek,44,44,,5230,48,886,,42,1821,140,,8234,65,2920,3,15,2187,199,1617,5,41,,7056
OK,Custer,13,13,,1545,22,451,,16,860,100,,3037,16,823,1,13,858,41,408,3,12,,2177
OK,Delaware,22,22,,3488,40,577,,24,1176,106,,5450,27,1377,3,5,1066,70,682,3,9,,3244
OK,Dewey,11,11,,350,6,160,,4,215,26,,778,8,208,2,3,250,9,103,1,2,,588
OK,Ellis,10,10,,528,9,279,,17,273,68,,1190,19,436,5,4,742,17,237,4,31,,1496
OK,Garfield,33,33,,2597,27,437,,18,1334,80,,4529,63,2345,3,16,3572,218,1719,2,31,,7980
OK,Garvin,24,24,,2648,32,740,,26,922,133,,4565,17,616,2,4,547,34,306,0,7,,1535
OK,Grady,42,42,,3554,42,838,,32,1414,167,,6124,43,1579,2,5,1651,123,1049,7,20,,4483
OK,Grant,10,10,,330,8,87,,3,199,13,,656,8,270,1,2,354,14,132,3,2,,786
OK,Greer,16,16,,551,20,222,,11,280,42,,1143,2,91,0,0,100,6,37,0,1,,238
OK,Harmon,8,8,,310,5,118,,5,154,20,,632,1,35,0,0,29,0,11,0,0,,76
OK,Harper,9,9,,162,7,109,,2,139,12,,443,3,167,0,0,245,14,89,1,4,,523
OK,Haskell,17,17,,1666,27,444,,22,410,75,,2692,4,198,0,0,82,8,52,1,1,,347
OK,Hughes,16,16,,1576,28,409,,10,419,69,,2549,2,163,3,2,166,12,103,1,4,,456
OK,Jackson,19,19,,1330,37,435,,15,648,102,,2601,14,524,3,3,620,37,361,1,11,,1577
OK,Jefferson,11,11,,700,16,161,,7,225,46,,1167,3,43,0,0,66,7,57,0,1,,178
OK,Johnston,13,13,,1181,23,297,,14,403,63,,2014,1,127,0,2,98,6,68,1,2,,305
OK,Kay,34,34,,2523,40,490,,33,1291,104,,4535,45,1904,6,16,2846,202,947,7,44,,6021
OK,Kingfisher,17,17,,685,18,195,,5,366,34,,1324,21,614,4,4,1093,53,475,1,17,,2284
OK,Kiowa,14,12,,,,,,,,,,1819,4,130,1,1,131,12,76,0,5,,360
OK,Kiowa,14,14,,1006,32,279,,9,401,68,,1819,,,,,,,,,,,360
OK,Latimer,13,13,,1207,20,361,,18,338,50,,2015,1,139,1,0,81,14,46,1,1,,287
OK,LeFlore,39,39,,4478,100,1208,,67,1418,230,,7594,3,1077,4,8,358,68,332,2,6,,1859
OK,Lincoln,23,23,,2600,29,684,,22,971,107,,4469,42,1312,6,12,1371,72,727,31,34,,3615
OK,Logan,23,23,,1809,19,359,,18,1378,59,,3665,24,1565,9,19,1965,169,1301,6,30,,5093
OK,Love,13,13,,1159,20,257,,6,336,57,,1858,1,106,1,2,135,8,95,0,4,,353
OK,Major,14,14,,327,5,127,,2,175,12,,658,10,588,2,1,652,31,270,0,8,,1564
OK,Marshall,12,12,,1276,14,202,,15,450,44,,2015,4,154,0,1,250,14,185,0,3,,612
OK,Mayes,26,26,,4139,39,572,,20,1061,91,,5953,14,1369,1,2,936,122,642,0,13,,3101
OK,McClain,26,23,,1829,23,458,,20,778,82,,3235,13,818,1,1,815,55,577,1,17,,2304
OK,McCurtain,32,32,,2108,57,740,,39,875,149,,4025,2,290,2,0,169,37,112,0,4,,617
OK,McIntosh,17,17,,2671,20,448,,28,819,69,,4087,6,362,0,1,320,28,135,2,3,,858
OK,Murray,12,12,,1619,42,396,,20,483,59,,2656,7,188,0,4,221,16,97,0,2,,538
OK,Muskogee,33,30,,5798,80,1089,,68,2788,175,,10047,21,1224,4,8,1151,102,578,1,22,,3114
OK,Noble,17,17,,731,15,208,,11,401,22,,1398,15,510,0,0,677,38,253,2,13,,1509
OK,Nowata,12,12,,1007,12,151,,5,295,31,,1511,8,352,2,3,331,27,181,0,5,,912
OK,Okfuskee,16,16,,1113,24,334,,17,476,49,,2038,6,186,0,3,158,4,99,0,4,,460
OK,Oklahoma,299,299,,29238,258,3682,,254,31890,566,,66178,477,18534,61,184,28188,2677,20005,27,402,,70690
OK,Okmulgee,34,26,,,,,,,,,,5598,12,705,2,5,463,59,352,1,11,,1611
OK,Okmulgee,34,31,,3500,30,615,,34,1296,73,,5598,,,,,,,,,,,1611
OK,Osage,31,31,,3772,45,698,,44,2478,95,,7203,33,1561,2,17,1262,96,875,3,25,,3882
OK,Ottawa,20,20,,2622,25,427,,36,932,45,,4111,10,611,2,6,463,21,311,0,10,,1435
OK,Pawnee,12,12,,1327,10,249,,13,531,31,,2186,6,502,2,3,475,49,336,1,12,,1392
OK,Payne,39,39,,3646,35,559,,54,2790,114,,7252,46,2180,8,28,2780,334,1640,5,45,,7086
OK,Pittsburg,49,47,,4078,60,1083,,65,1507,137,,7014,15,641,1,3,588,36,305,1,10,,1602
OK,Pontotoc,26,26,,3125,42,665,,51,1290,98,,5354,26,760,1,3,708,104,384,1,13,,2001
OK,Pottawatomie,31,31,,4955,46,1092,,85,2122,127,,8519,20,1939,8,8,1770,133,997,1,33,,4917
OK,Pushmataha,17,13,,1149,18,481,,30,350,67,,2142,3,64,1,0,71,4,46,0,4,,193
OK,Roger Mills,10,10,,311,4,205,,4,168,23,,730,3,98,0,0,108,19,45,0,4,,277
OK,Rogers,35,35,,6029,46,1226,,66,2469,141,,10076,43,3726,9,15,2795,291,2480,3,45,,9416
OK,Seminole,16,16,,2074,16,449,,32,853,42,,3535,7,498,1,6,417,46,195,0,2,,1179
OK,Sequoyah,33,32,,3687,45,833,,69,992,89,,5794,3,818,2,0,342,38,277,0,6,,1486
OK,Stephens,29,29,,3671,37,885,,76,1351,161,,6270,19,1172,4,11,1191,107,706,3,20,,3233
OK,Texas,16,16,,391,20,179,,22,260,52,,943,16,552,5,4,591,61,420,0,16,,1670
OK,Tillman,10,10,,773,14,234,,21,298,39,,1414,1,94,0,5,111,8,65,0,6,,290
OK,Tulsa,266,182,,20016,111,2151,,153,16421,309,,39278,,,,,,,,,,,45172
OK,Tulsa,266,185,,,,,,,,,,39278,380,15480,51,121,15016,1591,12150,29,273,,45172
OK,Wagoner,38,33,,4114,30,605,,26,1721,67,,6631,30,2684,3,14,1780,155,1683,1,41,,6395
OK,Washington,24,24,,2695,15,418,,24,1448,57,,4676,45,2580,4,22,2898,239,1885,3,48,,7726
OK,Washita,13,5,,316,5,121,,6,149,21,,629,2,87,2,0,95,6,49,0,3,,245
OK,Woods,8,8,,456,1,130,,5,264,30,,895,27,431,2,8,778,60,250,0,14,,1574
OK,Woodward,15,15,,864,10,252,,8,438,23,,1613,27,806,1,2,1057,51,331,3,8,,2290
TN,*,2290,1770,1192,281987,424,25860,385,787,167746,999,2735,482115,4614,151344,661,840,143661,25931,101427,169,14776,1601,445024
TN,Anderson,29,28,18,4770,7,445,10,15,2471,29,27,7792,98,2332,7,19,2285,486,1504,3,186,10,6930

TN,Bedford,18,18,11,2934,4,204,2,3,900,8,26,4092,17,1229,5,7,885,143,798,1,89,6,3180
TN,Benton,6,6,16,2199,5,421,10,1,368,17,60,3097,5,307,0,1,301,59,120,0,36,0,829
TN,Bledsoe,15,15,10,1399,0,132,1,1,195,6,25,1769,8,577,4,3,387,51,162,0,37,2,1231
TN,Blount,52,52,20,5713,6,397,4,18,3086,17,34,9295,157,5135,29,31,4915,1224,3008,0,382,48,14929
TN,Bradley,17,1,6,1571,2,305,2,0,495,5,0,2386,68,1371,3,4,1194,144,539,0,194,4,3521
TN,Campbell,21,21,17,2854,4,122,2,2,326,7,17,3351,23,1007,6,2,833,73,480,1,56,6,2487
TN,Cannon,9,9,6,1572,1,119,2,0,264,1,15,1980,4,379,3,0,362,93,281,0,38,1,1161
TN,Carroll,22,22,9,1982,6,157,1,5,709,1,5,2875,17,767,2,3,765,93,324,1,65,4,2041
TN,Carter,21,21,4,2366,4,189,2,3,745,7,12,3332,70,3176,5,10,2420,403,1190,4,261,36,7575
TN,Cheatham,11,11,10,2751,1,206,3,5,814,6,15,3811,21,953,8,8,968,259,1053,0,118,7,3395
TN,Chester,16,11,6,832,0,48,0,2,299,2,10,1199,16,484,3,4,392,54,217,0,31,4,1205
TN,Claiborne,18,18,5,2138,3,128,1,1,276,5,6,2563,24,891,4,2,770,81,438,0,59,3,2272
TN,Clay,7,7,4,868,2,51,3,0,105,3,2,1038,3,129,0,0,163,28,69,0,17,1,410
TN,Cocke,19,19,4,1845,3,103,1,2,432,8,5,2403,31,1170,2,6,1371,141,479,0,144,10,3354
TN,Coffee,24,24,28,4163,5,407,4,21,1110,24,48,5810,31,1585,11,8,1620,263,1142,2,180,11,4853
TN,Crockett,12,12,4,1121,3,60,1,1,358,6,5,1559,3,432,1,0,340,42,148,0,18,1,985
TN,Cumberland,26,26,38,4549,12,826,10,27,1709,37,168,7376,133,2376,12,15,3027,283,2028,1,356,37,8268
TN,Davidson,171,137,108,26832,34,2053,37,131,39328,104,179,68806,281,6519,50,47,9778,2379,10106,6,1062,47,30275
TN,Decatur,19,19,7,1189,4,82,0,2,164,0,1,1449,7,344,1,2,322,105,114,1,28,0,924
TN,DeKalb,16,16,7,2410,1,272,4,6,347,10,31,3088,7,573,4,1,399,63,267,0,30,4,1348
TN,Dickson,18,18,9,4166,4,254,1,3,974,4,20,5435,20,1275,10,6,1173,241,1046,1,136,7,3915
TN,Dyer,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Fayette,17,17,7,1294,4,43,5,6,1643,7,10,3019,22,1765,4,0,875,147,927,1,85,3,3829
TN,Fentress,13,13,4,1249,2,94,3,0,180,2,3,1537,14,649,2,13,472,67,252,1,70,2,1542
TN,Franklin,18,18,25,4087,4,339,6,7,1326,9,31,5834,21,1160,6,3,1159,114,864,2,109,3,3441
TN,Gibson,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Giles,14,14,14,2528,3,270,4,2,866,9,34,3730,11,760,2,4,909,148,614,1,127,7,2583
TN,Grainger,10,10,6,1341,4,130,1,5,249,3,16,1755,16,875,4,3,920,109,323,0,90,18,2358
TN,Greene,39,39,12,3181,7,264,4,8,1038,13,19,4546,35,2768,6,11,2592,594,1220,1,209,29,7465
TN,Grundy,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Hamblen,17,17,3,932,3,245,0,1,253,6,5,1448,52,558,1,8,808,73,357,0,136,13,2006
TN,Hamilton,127,127,53,16562,19,1175,32,33,19831,24,112,37841,209,13995,15,52,10734,2672,7607,8,641,69,36002
TN,Hancock,7,7,2,240,0,28,0,1,56,2,0,329,25,337,3,1,394,88,108,5,60,17,1038
TN,Hardeman,13,13,15,1516,5,61,2,15,1766,11,6,3397,15,856,6,6,467,59,200,0,34,1,1644
TN,Hardin,18,1,2,340,0,70,0,2,77,0,2,493,8,181,0,3,112,15,49,0,33,0,401
TN,Hawkins,26,26,14,2422,2,262,1,8,564,9,14,3296,61,2272,6,15,2459,291,804,5,251,38,6202
TN,Haywood,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Henderson,15,15,3,1251,5,82,2,2,442,7,4,1798,47,1047,4,8,1004,158,294,4,118,27,2711
TN,Henry,13,13,17,2706,2,274,2,10,1005,8,29,4053,18,812,3,3,914,183,389,2,88,7,2419
TN,Hickman,18,18,6,2171,9,121,0,2,446,4,6,2765,15,512,3,1,447,99,381,2,61,5,1526
TN,Houston,7,7,2,1070,4,86,2,0,150,2,3,1319,8,211,0,1,170,42,75,0,17,0,524
TN,Humphreys,9,8,7,2327,4,269,1,3,265,3,14,2893,11,447,9,1,391,69,194,0,56,5,1183
TN,Jackson,17,17,1,1723,0,71,2,3,212,4,4,2020,6,292,4,1,215,45,207,0,28,1,799
TN,Jefferson,16,16,6,2470,2,185,3,4,775,6,11,3462,43,1831,5,11,2061,233,1009,1,189,14,5397
TN,Johnson,12,12,5,600,1,99,3,3,214,1,4,930,11,688,1,5,610,81,230,0,51,4,1681
TN,Knox,94,91,72,18002,23,1984,31,81,16100,86,242,36621,936,14788,67,138,16607,3280,10679,33,1932,442,48902
TN,Lake,4,4,2,461,5,28,0,2,136,2,2,638,5,111,1,1,71,5,40,0,7,0,241
TN,Lauderdale,16,16,10,1570,1,89,2,3,886,4,4,2569,9,658,0,1,330,26,147,0,33,2,1206
TN,Lawrence,29,29,4,3200,4,235,4,4,532,9,15,4007,18,1229,5,6,1206,121,678,0,229,5,3497
TN,Lewis,9,9,8,952,1,76,3,9,231,3,3,1286,14,333,3,2,251,75,221,1,26,3,929
TN,Lincoln,20,20,10,2464,8,267,3,4,706,9,50,3521,25,1388,5,5,1314,272,917,1,146,22,4095
TN,Loudon,14,14,9,2459,2,282,1,7,1027,7,18,3812,149,2265,20,17,2507,337,1748,5,223,31,7302
TN,Macon,10,10,1,1213,1,211,2,3,144,8,17,1600,55,789,10,3,1035,87,382,2,302,33,2698
TN,Madison,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Marion,20,20,7,3496,1,256,2,6,688,10,32,4498,18,1057,3,2,802,118,353,2,55,6,2416
TN,Marshall,9,8,4,1990,1,154,1,4,593,6,15,2768,6,556,3,0,596,117,433,1,66,1,1779
TN,Maury,21,21,15,4543,8,365,7,9,2420,22,14,7403,37,1836,11,11,1772,339,1982,2,270,7,6267
TN,McMinn,15,15,14,2637,7,272,7,2,897,6,17,3859,86,2591,19,16,1994,261,932,4,241,37,6181
TN,McNairy,17,17,8,1608,1,98,1,3,342,4,5,2070,7,1016,1,2,521,33,179,1,44,1,1805
TN,Meigs,6,6,2,877,0,109,0,2,171,2,8,1171,17,502,1,1,405,56,167,0,59,5,1213
TN,Monroe,13,13,9,2628,8,316,4,6,718,10,29,3728,71,1810,13,14,1693,267,868,3,184,26,4949
TN,Montgomery,24,24,26,6694,4,562,9,11,5584,13,38,12941,98,2644,12,18,3704,463,2103,2,345,19,9408
TN,Moore,5,5,1,518,0,46,0,2,141,1,7,716,2,252,2,0,209,32,185,0,15,0,697
TN,Morgan,12,12,4,1331,0,124,3,5,204,2,7,1680,12,673,3,4,464,100,231,0,38,2,1527
TN,Obion,12,12,28,2684,10,644,6,20,801,33,265,4491,9,731,2,0,532,46,383,0,51,4,1758
TN,Overton,13,13,9,3011,1,258,4,6,322,6,34,3651,5,622,2,2,373,59,294,3,38,0,1398
TN,Perry,10,10,6,1098,2,159,5,7,152,10,40,1479,6,117,2,1,85,49,75,1,11,1,348
TN,Pickett,9,9,0,572,1,41,1,1,66,1,7,690,10,371,5,1,407,16,133,0,30,8,981
TN,Polk,11,11,18,2154,9,460,9,9,348,21,136,3164,16,782,2,4,508,110,179,0,44,11,1656
TN,Putnam,44,44,30,5546,11,784,15,23,1758,38,148,8353,41,2138,11,12,1478,286,1458,6,175,9,5614
TN,Rhea,15,15,14,2026,3,166,3,2,405,6,20,2645,32,1577,5,8,1053,179,418,0,89,9,3370
TN,Roane,25,25,17,3733,7,410,6,10,1350,14,18,5565,59,2150,10,22,1842,270,1134,4,223,8,5722
TN,Robertson,19,19,20,4478,11,321,3,3,1523,9,18,6386,31,1792,6,8,1429,329,1731,3,173,5,5507
TN,Rutherford,48,44,36,9576,12,935,16,25,7682,37,81,18400,96,4971,37,33,4928,1132,5064,4,547,28,16840
TN,Scott,10,10,4,1252,2,75,1,0,131,2,5,1472,7,692,3,0,406,46,180,0,45,1,1380
TN,Sequatchie,10,10,3,1067,1,73,1,3,210,3,3,1364,11,565,2,0,352,69,231,0,22,2,1254
TN,Sevier,24,24,13,3568,9,191,2,12,1245,8,37,5085,140,4604,19,22,5082,738,1975,8,478,139,13205
TN,Shelby,283,1,58,6182,17,587,5,37,14305,31,23,21245,226,3130,9,18,3099,352,2572,2,217,24,9649
TN,Smith,8,8,5,2385,1,253,6,4,343,5,28,3030,13,665,4,2,480,99,324,1,62,6,1656
TN,Stewart,9,9,6,1613,0,177,2,0,248,3,17,2066,6,356,0,0,429,42,155,0,50,4,1042

TN,Sullivan,29,29,31,6162,11,595,3,15,2541,20,29,9407,139,5134,24,32,4375,578,3319,4,286,31,13922
TN,Sumner,36,36,21,8605,9,393,8,14,3993,25,34,13102,70,4559,18,21,3982,711,5315,2,325,20,15023
TN,Tipton,13,13,13,2000,4,152,4,8,1355,6,4,3546,27,2177,5,7,1186,131,833,0,85,5,4456
TN,Trousdale,10,10,2,778,0,68,0,1,222,4,1,1076,2,186,3,0,153,36,95,0,29,3,507
TN,Unicoi,8,8,2,736,0,83,1,1,205,8,9,1045,29,960,1,5,946,225,381,2,103,26,2678
TN,Union,9,9,1,1322,2,48,0,2,155,1,5,1536,9,545,1,4,537,72,240,0,38,2,1448
TN,Van Buren,7,7,1,682,1,32,0,1,90,1,7,815,5,174,2,0,113,17,99,0,18,0,428
TN,Warren,21,21,14,4111,5,328,7,4,666,11,21,5167,19,937,4,0,772,129,735,3,97,4,2700
TN,Washington,40,40,17,5731,11,658,7,23,3258,12,67,9784,163,5286,18,28,4989,1050,3413,7,584,44,15582
TN,Wayne,14,14,0,868,0,65,0,0,114,0,4,1051,8,560,0,0,435,40,169,1,77,5,1295
TN,Weakley,10,10,22,2273,5,292,3,4,753,14,38,3404,21,961,2,4,650,100,546,0,57,12,2353
TN,White,11,11,17,2577,2,227,2,8,358,13,19,3223,15,878,3,7,487,81,445,4,73,4,1997
TN,Williamson,44,1,5,1771,0,337,1,6,1598,3,10,3731,95,809,9,9,1546,235,1744,1,314,5,4767
TN,Wilson,44,44,22,6549,11,425,10,11,3196,13,46,10283,47,3390,19,20,3143,720,3925,2,244,27,11537
UT,*,2257,55,19,948,2,,5,20,,18,,2210,84,130,14,10,505,181,5355,,51,,6330
UT,Beaver,11,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Box Elder,49,14,0,43,0,,0,3,,1,,139,9,9,2,1,62,20,883,,11,,997
UT,Cache,83,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Carbon,23,1,5,114,0,,0,1,,2,,246,4,1,0,0,12,2,115,,1,,135
UT,Daggett,3,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Davis,220,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Duchesne,25,0,0,28,1,,0,0,,1,,63,3,1,1,3,13,2,143,,1,,167
UT,Emery,12,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Garfield,10,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Grand,14,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Iron,33,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Juab,7,3,3,40,1,,1,7,,1,,123,0,1,0,1,21,12,396,,1,,432
UT,Kane,10,1,0,24,0,,1,1,,1,,78,1,5,0,1,46,11,169,,2,,235
UT,Millard,17,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Morgan,13,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Piute,5,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Rich,4,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Salt Lake,977,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,San Juan,20,6,0,60,0,,3,2,,2,,167,6,20,0,0,42,7,168,,1,,244
UT,Sanpete,17,0,0,33,0,,0,0,,0,,67,0,2,1,0,15,19,245,,2,,284
UT,Sevier,23,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Summit,36,0,0,41,0,,0,0,,0,,132,0,1,0,0,12,1,36,,0,,50
UT,Tooele,58,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Uintah,26,19,2,20,0,,0,0,,0,,53,8,21,1,0,39,23,384,,2,,478
UT,Utah,288,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Wasatch,23,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Washington,89,6,5,391,0,,0,6,,7,,780,46,56,9,4,165,76,2106,,29,,2491
UT,Wayne,7,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0
UT,Weber,154,5,4,154,0,,0,0,,3,,362,7,13,0,0,78,8,710,,1,,817
WV,*,1,1,,,,,,,,,,,0,567,,,12,0,521,,,,1100
