
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
CO,Jackson,5,5,,12,,,0,,8,,0,20,,,,,,,,,,,0
CO,Jefferson,324,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Kiowa,4,0,,0,,,0,,0,,0,0,,,,,,,,,,,68
CO,Kiowa,4,4,,,,,,,,,,0,,32,,,15,2,19,,,,68
CO,Kit Carson,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,La Plata,30,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Lake,6,0,,0,,,0,,0,,0,0,,,,,,,,,,,77
CO,Lake,6,6,,,,,,,,,,0,,12,,,21,12,32,,,,77
CO,Larimer,153,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Las Animas,16,0,,,,,,,,,,315,,0,,,0,0,0,,,,0
CO,Las Animas,16,16,,181,,,0,,122,,12,315,,,,,,,,,,,0
CO,Lincoln,13,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Logan,16,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Mesa,82,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Mineral,1,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Moffat,13,0,,,,,,,,,,88,,0,,,0,0,0,,,,0
CO,Moffat,13,13,,30,,,0,,57,,1,88,,,,,,,,,,,0
CO,Montezuma,11,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
CO,Montrose,25,0,,0,,,0,,0,,0,0,,0,,,0,0,0,,,,0
