
state,county,precincts,reporting,biden,clinton,dodd,edwards,kucinich,obama,richardson,uncommitted-d,cort,giuliani,huckabee,hunter,keyes,mccain,paul,romney,thompson,tran,uncommitted-r
VT,Pittsford,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Plainfield,1,1,,126,,9,18,255,,,,2,8,,,46,14,2,,,
VT,Plymouth,1,1,,68,,4,1,132,,,,0,9,,,36,3,3,,,
VT,Pomfret,1,1,,85,,0,2,244,,,,1,8,,,39,3,4,,,
VT,Poultney,1,1,,282,,11,3,363,,,,5,35,,,141,16,10,,,
VT,Pownal,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Proctor,1,1,,204,,9,2,227,,,,1,10,,,86,4,6,,,
VT,Putney,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Randolph,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Reading,1,1,,76,,4,1,108,,,,1,4,,,38,2,2,,,

VT,Readsboro,1,1,,128,,3,1,74,,,,2,11,,,64,0,3,,,
VT,Richford,1,1,,236,,14,3,190,,,,4,17,,,93,7,8,,,
VT,Richmond,1,1,,441,,10,7,883,,,,7,53,,,199,22,14,,,
VT,Ripton,1,1,,68,,0,1,175,,,,0,4,,,15,0,2,,,
VT,Rochester,1,1,,112,,6,6,246,,,,2,6,,,29,5,1,,,
VT,Rockingham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Roxbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Royalton,1,1,,254,,9,3,374,,,,7,25,,,127,13,12,,,
VT,Rupert,1,1,,85,,4,3,128,,,,3,15,,,51,0,3,,,
VT,Rutland,4,4,,1707,,58,14,1863,,,,41,132,,,829,54,44,,,
VT,Rutland Town,1,1,,512,,19,2,602,,,,19,52,,,385,15,23,,,
VT,Ryegate,1,1,,87,,1,3,134,,,,1,15,,,49,7,3,,,
VT,Salisbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Sandgate,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Searsburg,1,1,,22,,2,0,10,,,,1,2,,,11,0,2,,,
VT,Shaftsbury,1,1,,438,,19,5,516,,,,4,40,,,186,9,20,,,
VT,Sharon,1,1,,143,,6,1,237,,,,1,11,,,66,10,5,,,
VT,Sheffield,1,1,,33,,2,0,107,,,,0,12,,,23,7,0,,,
VT,Shelburne,1,1,,831,,16,8,1718,,,,12,49,,,490,37,49,,,
VT,Sheldon,1,1,,146,,5,0,150,,,,1,14,,,51,8,1,,,
VT,Shoreham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Shrewsbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,South Burlington,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,South Hero,1,1,,242,,5,3,385,,,,4,16,,,131,7,6,,,
VT,Springfield,1,1,,987,,44,7,1107,,,,20,112,,,509,55,35,,,
VT,St. Albans,1,1,,655,,17,10,723,,,,9,35,,,229,24,19,,,
VT,St. Albans Town,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,St. George,1,1,,56,,1,0,98,,,,1,4,,,24,1,1,,,
VT,St. Johnsbury,1,1,,493,,18,7,811,,,,10,89,,,354,33,20,,,
VT,Stamford,1,1,,115,,5,1,96,,,,1,13,,,60,6,1,,,
VT,Stannard,1,1,,22,,0,0,33,,,,0,1,,,11,1,1,,,
VT,Starksboro,1,1,,161,,4,3,304,,,,1,14,,,47,8,5,,,
VT,Stockbridge,1,1,,71,,0,0,108,,,,0,1,,,28,3,1,,,
VT,Stowe,1,1,,428,,11,9,888,,,,12,33,,,335,12,0,,,
VT,Strafford,1,1,,76,,3,9,322,,,,0,6,,,26,1,4,,,
VT,Stratton,1,1,,15,,0,0,24,,,,0,2,,,22,3,0,,,
VT,Sudbury,1,1,,67,,1,0,93,,,,3,6,,,29,4,3,,,
VT,Sunderland,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Sutton,1,1,,55,,2,0,102,,,,2,9,,,41,2,4,,,
VT,Swanton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Thetford,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Tinmouth,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Topsham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Townshend,1,1,,93,,3,4,170,,,,1,10,,,32,6,1,,,
VT,Troy,1,1,,121,,2,1,113,,,,1,7,,,30,3,0,,,
VT,Tunbridge,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Underhill,1,1,,353,,8,5,691,,,,4,31,,,185,23,14,,,
VT,Vergennes,1,1,,250,,8,2,346,,,,3,34,,,104,16,7,,,
VT,Vernon,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Vershire,1,1,,69,,5,2,151,,,,1,11,,,52,4,0,,,
VT,Victory,1,1,,6,,1,0,12,,,,0,2,,,5,2,0,,,
VT,Waitsfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Walden,1,1,,80,,4,3,162,,,,1,6,,,59,4,3,,,
VT,Wallingford,1,1,,262,,8,3,298,,,,12,35,,,141,7,12,,,
VT,Waltham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Wardsboro,1,1,,45,,1,3,93,,,,0,6,,,46,0,1,,,
VT,Warren,1,1,,146,,5,4,369,,,,2,4,,,66,11,5,,,
VT,Washington,1,1,,87,,3,1,145,,,,2,14,,,47,7,2,,,
VT,Waterbury,1,1,,540,,16,9,912,,,,10,46,,,234,9,11,,,
VT,Waterford,1,1,,104,,5,4,140,,,,3,31,,,90,2,2,,,

VT,Waterville,1,1,,47,,3,1,84,,,,0,5,,,24,0,6,,,
VT,Weathersfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Wells,1,1,,91,,1,6,139,,,,5,16,,,65,5,5,,,
VT,West Fairlee,1,1,,68,,1,2,95,,,,2,8,,,58,4,3,,,
VT,West Haven,1,1,,28,,0,0,14,,,,0,4,,,22,1,1,,,
VT,West Rutland,1,1,,264,,11,2,224,,,,12,38,,,147,9,22,,,
VT,West Windsor,1,1,,102,,3,2,232,,,,0,10,,,56,4,3,,,
VT,Westfield,1,1,,54,,2,0,64,,,,0,7,,,35,5,2,,,
VT,Westford,1,1,,211,,8,4,329,,,,1,17,,,75,10,10,,,
VT,Westminster,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Westmore,1,1,,29,,0,0,64,,,,0,5,,,18,0,0,,,
VT,Weston,1,1,,59,,2,3,150,,,,1,5,,,48,3,3,,,
VT,Weybridge,1,1,,91,,3,3,228,,,,1,6,,,38,3,2,,,
VT,Wheelock,1,1,,41,,1,1,72,,,,1,15,,,37,6,0,,,
VT,Whiting,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Whitingham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Williamstown,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Williston,1,1,,994,,30,8,1514,,,,10,95,,,493,59,31,,,
VT,Wilmington,1,1,,222,,10,3,312,,,,10,26,,,126,4,5,,,
VT,Windham,1,1,,38,,0,0,56,,,,0,0,,,10,0,1,,,
VT,Windsor,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Winhall,1,1,,100,,1,2,134,,,,0,7,,,52,1,2,,,
VT,Winooski,1,1,,577,,19,8,718,,,,4,32,,,140,22,8,,,
VT,Wolcott,1,1,,94,,6,1,221,,,,0,15,,,33,2,0,,,
VT,Woodbury,1,1,,84,,1,6,159,,,,0,18,,,51,5,2,,,
VT,Woodford,1,1,,59,,2,1,45,,,,1,1,,,19,2,1,,,
VT,Woodstock,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Worcester,1,1,,112,,5,9,220,,,,2,16,,,49,7,1,,,
